Écoles/Instituts,Ville,Type d'établissement,Diplôme,Durée d'études,Conditions d'accès,Filières Bacs acceptées,Seuil,Filières d'études possibles,Seuil (2024),Seuil (2022),Seuil (2023),Type,Seuil (2020),Seuil (2019),Seuil (2021),Seuil (2017),Seuil (2013),Seuil (2018)
Institut Supérieur de Commerce et d'Administration des Entreprises (ISCAE Casa),Casablanca,,"Licence Fondamentale en Gestion, Diplôme de l'Institut","3 ans (Licence), 3 ans (Diplôme après Bac+2)",Baccalauréat scientifique ou économique et de gestion. Âge inférieur à 21 ans pour la Licence. Pour le Diplôme après Bac+2 : étudiants des classes préparatoires (CNC) ou Bac+2 (DEUG/DUT en Économie/Gestion). Âge inférieur à 24 ans. Sélection + examens écrits + examens oraux. [cite: 146],"Baccalauréat Sciences Scientifiques, Économiques, Sciences de Gestion Comptable, Sciences Mathématiques, Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel, Arts, Sciences Humaines (depuis 2024 pour la Licence) [cite: 146]",,Finance et Comptabilité,,,,Institut public,,,,,,
Institut Supérieur de Commerce et d'Administration des Entreprises (ISCAE Casa),Casablanca,,"Licence Fondamentale en Gestion, Diplôme de l'Institut","3 ans (Licence), 3 ans (Diplôme après Bac+2)",Baccalauréat scientifique ou économique et de gestion. Âge inférieur à 21 ans pour la Licence. Pour le Diplôme après Bac+2 : étudiants des classes préparatoires (CNC) ou Bac+2 (DEUG/DUT en Économie/Gestion). Âge inférieur à 24 ans. Sélection + examens écrits + examens oraux. [cite: 146],"Baccalauréat Sciences Scientifiques, Économiques, Sciences de Gestion Comptable, Sciences Mathématiques, Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel, Arts, Sciences Humaines (depuis 2024 pour la Licence) [cite: 146]",,Marketing et Vente,,,,Institut public,,,,,,
Institut Supérieur de Commerce et d'Administration des Entreprises (ISCAE Casa),Casablanca,,"Licence Fondamentale en Gestion, Diplôme de l'Institut","3 ans (Licence), 3 ans (Diplôme après Bac+2)",Baccalauréat scientifique ou économique et de gestion. Âge inférieur à 21 ans pour la Licence. Pour le Diplôme après Bac+2 : étudiants des classes préparatoires (CNC) ou Bac+2 (DEUG/DUT en Économie/Gestion). Âge inférieur à 24 ans. Sélection + examens écrits + examens oraux. [cite: 146],"Baccalauréat Sciences Scientifiques, Économiques, Sciences de Gestion Comptable, Sciences Mathématiques, Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel, Arts, Sciences Humaines (depuis 2024 pour la Licence) [cite: 146]",,Bourse et Marchés Financiers,,,,Institut public,,,,,,
Institut Supérieur de Commerce et d'Administration des Entreprises (ISCAE Casa),Casablanca,,"Licence Fondamentale en Gestion, Diplôme de l'Institut","3 ans (Licence), 3 ans (Diplôme après Bac+2)",Baccalauréat scientifique ou économique et de gestion. Âge inférieur à 21 ans pour la Licence. Pour le Diplôme après Bac+2 : étudiants des classes préparatoires (CNC) ou Bac+2 (DEUG/DUT en Économie/Gestion). Âge inférieur à 24 ans. Sélection + examens écrits + examens oraux. [cite: 146],"Baccalauréat Sciences Scientifiques, Économiques, Sciences de Gestion Comptable, Sciences Mathématiques, Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel, Arts, Sciences Humaines (depuis 2024 pour la Licence) [cite: 146]",,Gestion Bancaire,,,,Institut public,,,,,,
Institut Supérieur International du Tourisme (ISIT Tanger),Tanger,,Diplôme de l'Institut,3 ans,Pré-sélection basée sur la moyenne générale du baccalauréat (>= 14/20). Ouvert à toutes les filières du baccalauréat (depuis 2024). [cite: 146],"Baccalauréat Sciences Économiques, Sciences de Gestion Comptable, Sciences Expérimentales, Sciences Mathématiques, Arts, Sciences Humaines, Bac Professionnel [cite: 146]",,Management Opérationnel de l'Hôtellerie et de la Restauration,,,,Institut public,,,,,,
Institut Supérieur International du Tourisme (ISIT Tanger),Tanger,,Diplôme de l'Institut,3 ans,Pré-sélection basée sur la moyenne générale du baccalauréat (>= 14/20). Ouvert à toutes les filières du baccalauréat (depuis 2024). [cite: 146],"Baccalauréat Sciences Économiques, Sciences de Gestion Comptable, Sciences Expérimentales, Sciences Mathématiques, Arts, Sciences Humaines, Bac Professionnel [cite: 146]",,Management Touristique,,,,Institut public,,,,,,
Institut Supérieur International du Tourisme (ISIT Tanger),Tanger,,Diplôme de l'Institut,3 ans,Pré-sélection basée sur la moyenne générale du baccalauréat (>= 14/20). Ouvert à toutes les filières du baccalauréat (depuis 2024). [cite: 146],"Baccalauréat Sciences Économiques, Sciences de Gestion Comptable, Sciences Expérimentales, Sciences Mathématiques, Arts, Sciences Humaines, Bac Professionnel [cite: 146]",,Administration et Management des Entreprises Touristiques et Hôtelières,,,,Institut public,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Économie Rurale,,,,École publique,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Vulgarisation Agricole,,,,École publique,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Production Animale,,,,École publique,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Protection des Plantes,,,,École publique,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Production Végétale,,,,École publique,,,,,,
École Nationale de l'Agriculture (ENAM Meknès),Meknès,,Diplôme d'Ingénieur Agronome d'État,5 ans,Baccalauréat scientifique ou professionnel agricole + pré-sélection (basée uniquement sur la moyenne du Bac National) + examen écrit. [cite: 156],"Sciences Mathématiques (A/B), Sciences Physiques et Chimiques (PC), Sciences de la Vie et de la Terre (SVT), Sciences Agronomiques (Sc Agro), Bac Mission [cite: 46, 48, 50]",,Techniques de Production des Arbres Fruitiers,,,,École publique,,,,,,
Année Préparatoire aux Études Supérieures Agricoles (APESA),Rabat,,N/A (cycle préparatoire),1 an,"Baccalauréat scientifique ou professionnel agricole. Âge inférieur à 23 ans. Pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral (depuis 2021). [cite: 62, 156]","Sciences Mathématiques, Sciences Physiques, Sciences de la Vie et de la Terre, Sciences Agronomiques [cite: 61]",,Médecine Vétérinaire,,,,École publique (cycle préparatoire),,,,,,
Année Préparatoire aux Études Supérieures Agricoles (APESA),Rabat,,N/A (cycle préparatoire),1 an,"Baccalauréat scientifique ou professionnel agricole. Âge inférieur à 23 ans. Pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral (depuis 2021). [cite: 62, 156]","Sciences Mathématiques, Sciences Physiques, Sciences de la Vie et de la Terre, Sciences Agronomiques [cite: 61]",,Topographie,,,,École publique (cycle préparatoire),,,,,,
Année Préparatoire aux Études Supérieures Agricoles (APESA),Rabat,,N/A (cycle préparatoire),1 an,"Baccalauréat scientifique ou professionnel agricole. Âge inférieur à 23 ans. Pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral (depuis 2021). [cite: 62, 156]","Sciences Mathématiques, Sciences Physiques, Sciences de la Vie et de la Terre, Sciences Agronomiques [cite: 61]",,Agriculture,,,,École publique (cycle préparatoire),,,,,,
Année Préparatoire aux Études Supérieures Agricoles (APESA),Rabat,,N/A (cycle préparatoire),1 an,"Baccalauréat scientifique ou professionnel agricole. Âge inférieur à 23 ans. Pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral (depuis 2021). [cite: 62, 156]","Sciences Mathématiques, Sciences Physiques, Sciences de la Vie et de la Terre, Sciences Agronomiques [cite: 61]",,Industrie Agroalimentaire,,,,École publique (cycle préparatoire),,,,,,
Institut Royal des Techniciens Spécialisés des Eaux et Forêts (IRTSEF Salé),Salé,,Technicien Spécialisé,2 ans,Admission par pré-sélection basée sur la moyenne générale du baccalauréat. [cite: 54],"Non explicitement détaillé, mais généralement des baccalauréats scientifiques/techniques.",,Eaux et Forêts,,,,Institut public,,16.42,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,Sciences Infirmières,,,,Institut public,,,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,Sage-femme,,,,Institut public,,,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,Laboratoire Biomédical,,,,Institut public,,,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,"Radiophysique, Radiobiologie et Radioprotection (TRRR)",,,,Institut public,,,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,Instrumentation et Maintenance Biomédicale (TIMB),,,,Institut public,,,,,,
Institut Supérieur des Sciences de la Santé (ISSS Settat),Settat,,Licence Professionnelle,3 ans,"Baccalauréat scientifique ou technologique ou professionnel (scientifique/agricole). Pré-sélection (75% Bac National + 25% Bac Régional) + examen après pré-sélection. [cite: 108, 105]","Sciences Infirmières, Sage Femme, Laboratoire Biomédical, T. Radiophysique, Radiobiologie et Radioprotection, T Instrument et Maintenance Biomédicale, Santé Communautaire Infirmier En Santé De Famille Et Environnement (TSENV), Technologue de Santé. [cite: 66, 107]",,Santé Communautaire (TSENV),,,,Institut public,,,,,,
École Nationale Supérieure des Arts et du Design (ENSAD Casa),Casablanca,,Diplôme en Métiers des Arts et du Design,2 ans (4 semestres),"Baccalauréat scientifique, littéraire, artistique ou technique. Admission sans examen, uniquement sur pré-sélection basée sur la moyenne pondérée (75% Bac National + 25% Bac Régional) X coefficient de pondération. [cite: 111, 113]","Sciences Mathématiques, Sciences Appliquées, Sciences Économiques, Arts, Sciences Humaines, Sciences Technologiques, Sciences Physiques, Sciences de la Vie et de la Terre [cite: 113]",,Design Graphique et Numérique,,,,École publique,,,,,,
